APELLIDO APELLIDO, NOMBRE
5/27/2016 12:18:34 PM
Configurar #2

  TIEMPO    FUERZA ROTACIONAL   POSICIÓN    POS (ANAT)    VELOCIDAD
  1610     -91.0      130.0           48       -213.7
  1620     -69.4      132.2           50       -211.6
  1630     -59.0      134.3           52       -210.3
  1640     -68.7      136.4           54       -210.5
  1650     -77.0      138.5           56       -211.6
  1660     -74.6      140.6           58       -211.3
  1670     -70.2      142.7           60       -210.5
  1680     -73.6      144.8           62       -210.5
  1690     -79.5      146.9           64       -210.8
  1700     -81.4      149.0           67       -211.1
  1710     -79.3      151.2           69       -211.3
  1720     -75.1      153.3           71       -210.8
  1730     -74.2      155.4           73       -210.5
  1740     -74.7      157.5           75       -210.3
  1750     -76.3      159.6           77       -210.5
  1760     -77.3      161.7           79       -210.5
  1770     -75.5      163.8           81       -210.5
  1780     -71.9      165.9           83       -209.7
  1790     -68.7      168.0           86       -209.7
  1800     -66.4      170.1           88       -210.0
  1810     -64.1      172.2           90       -210.3
  1820     -61.0      174.3           92       -210.0
  1830     -56.8      176.4           94       -209.7
  1840     -49.6      178.5           96       -209.7
  1850     -42.3      180.6           98       -209.5
  1860     -38.1      182.7          100       -209.7
  1870     -34.7      184.8          102       -208.9
  1880     -32.0      186.9          104       -208.7
  1890     -26.2      189.0          107       -208.9
  1900     -26.6      190.9          108       -195.1
  1910     -41.1      192.5          110       -133.1
  1920     -45.4      193.7          111       -111.8
  1930     -28.9      194.6          112        -74.5
  1940     -12.6      195.2          113        -64.9
  1950      -1.6      195.7          113        -43.1
  1960       0.0      196.0          114        -34.0
  1970       0.0      196.3          114        -22.6
  1980       0.0      196.5          114        -14.9
  1990      35.3      196.6          114        -11.9
  2000      66.7      196.5          114         14.9
  2010     108.6      196.1          114         51.6
  2020      77.0      195.3          113        103.2
  2030      59.0      194.1          112        133.9
  2040      66.6      192.5          110        146.4
  2050      81.8      190.7          108        174.3
  2060      94.8      188.5          106        234.2
  2070      99.9      186.4          104        212.4
  2080      88.3      184.2          102        211.3
  2090      85.3      182.1          100        210.5
  2100      87.2      180.0           98        210.8
  2110      91.5      177.9           95        211.3
  2120      93.4      175.8           93        211.9
  2130      93.4      173.7           91        211.3
  2140      94.8      171.6           89        211.3
  2150      97.2      169.4           87        211.6
  2160      99.1      167.3           85        211.6
  2170     100.3      165.2           83        211.3
  2180     101.0      163.1           81        211.3
  2190     102.0      161.0           79        211.1
  2200     103.2      158.9           76        211.3
  2210     105.0      156.8           74        211.3
  2220     107.4      154.7           72        211.1
  2230     109.6      152.5           70        211.6
  2240     111.7      150.4           68        211.3
  2250     113.4      148.3           66        211.1
  2260     116.6      146.2           64        211.1
  2270     118.5      144.1           62        211.3
  2280     121.1      142.0           60        211.6
  2290     121.0      139.9           57        211.3
  2300     121.8      137.7           55        211.1
  2310     121.4      135.6           53        210.5
  2320     121.8      133.5           51        210.8
  2330     121.6      131.4           49        211.3
  2340     120.3      129.3           47        211.1
  2350     118.7      127.2           45        210.3
  2360     116.8      125.1           43        210.0
  2370     128.0      123.3           41        186.0
  2380     143.3      121.7           39        126.9
  2390     152.6      120.6           38        105.9
  2400     146.0      119.7           37         69.2
  2410     128.5      119.1           37         56.4
  2420     111.6      118.7           36         39.9
  2430      94.9      118.4           36         28.2
  2440      78.2      118.2           36         19.4
  2450      59.1      118.0           36         11.7
  2460      41.5      117.9           35          8.2
  2470      27.8      117.9           35          5.0
  2480      19.0      117.8           35          2.6
  2490     -20.2      117.8           35          2.1
  2500     -24.4      117.8           35          1.0
  2510     -62.5      117.9           35         -9.5
  2520     -89.8      118.2           36        -43.3
  2530     -45.3      119.1           37        -97.7
  2540       0.0      120.5           38       -132.3
  2550       0.0      122.1           40       -138.4
  2560     -12.6      123.7           41       -175.9
  2570     -37.8      125.4           43       -193.5
  2580     -76.2      127.4           45       -206.0
  2590     -85.4      129.5           47       -213.7
  2600     -67.3      131.7           49       -211.6
  2610     -57.6      133.8           51       -210.3
  2620     -65.5      135.9           53       -210.5
  2630     -75.4      138.0           56       -211.3
  2640     -73.0      140.1           58       -211.3
  2650     -67.4      142.2           60       -210.8
  2660     -70.9      144.3           62       -210.5
  2670     -78.4      146.4           64       -211.1
  2680     -80.7      148.5           66       -211.3
  2690     -77.2      150.7           68       -211.1
  2700     -74.6      152.8           70       -210.8
  2710     -74.2      154.9           72       -210.5
  2720     -75.1      157.0           75       -210.3
  2730     -76.1      159.1           77       -210.5
  2740     -75.0      161.2           79       -210.8
  2750     -72.5      163.3           81       -210.3
  2760     -69.0      165.4           83       -210.0
  2770     -66.4      167.5           85       -210.0
  2780     -65.2      169.6           87       -210.3
  2790     -63.9      171.7           89       -210.3
  2800     -61.2      173.8           91       -209.7
  2810     -57.1      175.9           93       -209.7
  2820     -51.3      178.0           96       -209.7
  2830     -44.9      180.1           98       -210.0
  2840     -39.3      182.2          100       -209.5
  2850     -34.0      184.3          102       -208.9
  2860     -29.4      186.4          104       -208.9
  2870     -23.6      188.5          106       -208.7
  2880     -19.9      190.4          108       -181.2
  2890     -35.3      192.2          110       -173.8
  2900     -42.8      193.4          111       -119.2
  2910     -30.5      194.4          112        -88.1
  2920     -14.0      195.1          113        -57.2
  2930      -4.1      195.6          113        -46.5
  2940       0.0      195.9          113        -30.0
  2950       0.0      196.2          114        -24.4
  2960       0.0      196.4          114        -16.2
  2970       0.0      196.5          114        -11.9
  2980      43.7      196.6          114         -3.1
  2990      77.4      196.4          114         25.2
  3000      91.0      195.9          113         64.4
  3010      78.1      195.1          113        102.4
  3020      56.8      193.8          111        124.3
  3030      65.0      192.2          110        165.0
  3040      81.5      190.2          108        215.6
  3050      89.8      188.1          106        234.0
  3060      89.0      186.0          104        211.9
  3070      81.6      183.9          101        210.8
  3080      80.7      181.8           99        210.5
  3090      84.1      179.6           97        211.1
  3100      88.7      177.5           95        211.6
  3110      93.3      175.4           93        211.9
  3120      94.9      173.3           91        211.6
  3130      96.4      171.2           89        211.9
  3140      97.1      169.1           87        211.9
  3150      96.3      167.0           85        211.1
  3160      94.9      164.8           82        210.8
  3170      94.6      162.7           80        211.1
  3180      96.4      160.6           78        211.1
  3190      99.3      158.5           76        211.1
  3200     102.9      156.4           74        211.1
  3210     105.9      154.3           72        211.1
  3220     108.2      152.2           70        211.3
  3230     109.4      150.1           68        211.3
  3240     110.6      147.9           65        211.1
  3250     112.4      145.8           63        211.3
  3260     114.0      143.7           61        211.1
  3270     115.5      141.6           59        211.6
  3280     117.7      139.5           57        211.3
  3290     120.0      137.4           55        211.1
  3300     120.0      135.3           53        211.1
  3310     119.2      133.2           51        211.3
  3320     118.4      131.0           49        211.3
  3330     116.5      128.9           46        210.5
  3340     113.6      126.8           44        210.5
  3350     110.2      124.8           42        188.7
  3360     123.3      122.9           40        194.0
  3370     136.8      121.5           39        134.9
  3380     138.3      120.4           38        109.1
  3390     123.9      119.6           37         72.6
  3400     103.5      119.1           37         52.4
  3410      87.3      118.7           36         37.2
  3420      73.9      118.4           36         26.6
  3430      57.6      118.1           36         20.2
  3440      43.0      118.0           36         12.5
  3450      29.8      117.9           35          8.2
  3460      19.0      117.9           35          5.8
  3470     -18.8      117.8           35          3.7
  3480     -24.4      117.8           35          2.3
  3490     -51.7      117.8           35         -7.1
  3500     -65.4      118.1           36        -37.5
  3510     -50.9      118.8           36        -76.4
  3520     -12.7      120.0           38       -113.1
  3530      -3.7      121.4           39       -131.2
  3540      -5.8      122.9           40       -141.3
  3550     -19.7      124.6           42       -153.6
  3560     -51.1      126.6           44       -193.0
  3570     -74.6      128.7           46       -212.9
  3580     -78.2      130.8           48       -212.7
  3590     -68.7      132.9           50       -211.6
  3600     -63.1      135.0           53       -210.5
  3610     -65.6      137.1           55       -211.1
  3620     -70.0      139.2           57       -211.1
  3630     -70.8      141.4           59       -210.8
  3640     -71.7      143.5           61       -211.1
  3650     -72.8      145.6           63       -211.1
  3660     -74.9      147.7           65       -211.1
  3670     -76.1      149.8           67       -211.1
  3680     -75.5      151.9           69       -211.3
  3690     -73.1      154.0           72       -211.1
  3700     -71.7      156.1           74       -210.5
  3710     -70.5      158.2           76       -210.3
  3720     -71.5      160.3           78       -210.5
  3730     -71.5      162.4           80       -210.5
  3740     -70.4      164.5           82       -210.3
  3750     -66.6      166.6           84       -210.0
  3760     -63.5      168.7           86       -210.0
  3770     -62.2      170.8           88       -210.0
  3780     -59.9      173.0           91       -210.0
  3790     -57.5      175.0           93       -209.5
  3800     -52.5      177.1           95       -209.7
  3810     -46.4      179.2           97       -209.7
  3820     -41.4      181.3           99       -209.7
  3830     -36.5      183.4          101       -209.7
  3840     -31.5      185.5          103       -209.2
  3850     -25.5      187.6          105       -208.7
  3860     -18.8      189.7          107       -205.2
  3870     -26.7      191.5          109       -177.3
  3880     -38.6      192.9          110       -119.2
  3890     -36.6      194.0          112        -99.8
  3900     -19.9      194.8          112        -72.1
  3910      -7.2      195.4          113        -52.9
  3920       0.0      195.8          113        -42.0
  3930       0.0      196.1          114        -27.9
  3940       0.0      196.3          114        -18.6
  3950       0.0      196.5          114        -13.5
  3960      44.3      196.6          114         -8.7
  3970      64.0      196.5          114         19.9
  3980     102.8      196.0          114         56.1
  3990      78.5      195.2          113         96.1
  4000      58.9      194.0          112        120.8
  4010      63.7      192.3          110        179.1
  4020      76.5      190.5          108        211.1
  4030      86.5      188.4          106        233.4
  4040      91.1      186.3          104        212.4
  4050      84.8      184.2          102        211.3
  4060      83.8      182.0          100        210.5
  4070      85.7      179.9           97        211.1
  4080      88.8      177.8           95        211.3
  4090      92.6      175.7           93        211.9
  4100      92.3      173.6           91        211.3
  4110      92.5      171.5           89        211.3
  4120      92.5      169.4           87        211.6
  4130      92.2      167.2           85        211.3
  4140      92.8      165.1           83        211.1
  4150      94.5      163.0           81        211.3
  4160      96.5      160.9           78        211.1
  4170     100.2      158.8           76        211.3
  4180     102.8      156.7           74        211.3
  4190     103.7      154.6           72        211.3
  4200     104.0      152.5           70        211.3
  4210     105.0      150.3           68        211.3
  4220     107.8      148.2           66        211.1
  4230     110.8      146.1           64        211.1
  4240     112.5      144.0           62        211.3
  4250     114.0      141.9           59        211.3
  4260     114.9      139.8           57        211.3
  4270     115.0      137.7           55        210.8
  4280     115.1      135.6           53        211.1
  4290     116.3      133.4           51        210.8
  4300     117.2      131.3           49        211.3
  4310     116.3      129.2           47        211.1
  4320     114.9      127.1           45        210.5
  4330     112.4      125.1           43        189.2
  4340     123.8      123.2           41        164.5
  4350     137.9      121.7           39        139.7
  4360     145.8      120.5           38         93.1
  4370     137.9      119.7           37         76.1
  4380     118.5      119.1           37         55.3
  4390     100.2      118.7           36         42.8
  4400      89.1      118.4           36         27.9
  4410      77.2      118.2           36         19.4
  4420      63.1      118.0           36         13.5
  4430      47.5      117.9           35          8.7
  4440      33.2      117.9           35          5.0
  4450      21.7      117.8           35          3.1
  4460     -20.1      117.8           35          1.8
  4470      -6.4      117.8           35          0.7
  4480     -77.2      117.8           35         -6.6
  4490     -86.0      118.2           36        -45.5
  4500     -52.5      119.1           37       -117.6
  4510       0.0      120.6           38       -167.1
  4520       0.0      122.2           40       -177.5
  4530      -1.4      123.7           41       -165.5
  4540     -32.8      125.5           43       -159.2
  4550     -85.0      127.5           45       -204.9
  4560     -92.3      129.7           47       -214.3
  4570     -67.0      131.8           49       -211.9
  4580     -53.4      133.9           51       -210.0
  4590     -59.4      136.0           54       -210.0
  4600     -73.5      138.1           56       -211.3
  4610     -76.1      140.2           58       -211.6
  4620     -68.7      142.3           60       -211.1
  4630     -67.0      144.4           62       -210.3
  4640     -73.4      146.6           64       -210.5
  4650     -77.2      148.7           66       -211.1
  4660     -76.2      150.8           68       -211.1
  4670     -71.7      152.9           70       -210.5
  4680     -68.9      155.0           73       -210.3
  4690     -68.3      157.1           75       -210.0
  4700     -70.9      159.2           77       -210.5
  4710     -71.6      161.3           79       -210.5
  4720     -68.7      163.4           81       -210.3
  4730     -65.0      165.5           83       -209.7
  4740     -61.3      167.6           85       -209.7
  4750     -61.2      169.7           87       -210.0
  4760     -60.5      171.8           89       -210.3
  4770     -57.5      173.9           91       -210.0
  4780     -52.9      176.0           94       -209.7
  4790     -46.8      178.1           96       -209.5
  4800     -40.8      180.2           98       -209.7
  4810     -35.8      182.3          100       -209.7
  4820     -31.2      184.4          102       -208.9
  4830     -25.6      186.5          104       -208.7
  4840     -19.4      188.6          106       -208.7
  4850     -15.6      190.5          108       -179.9
  4860     -30.0      192.3          110       -170.9
  4870     -37.4      193.5          111       -117.6
  4880     -26.2      194.4          112        -87.0
  4890      -8.3      195.1          113        -56.1
  4900       0.0      195.6          113        -45.7
  4910       0.0      195.9          113        -29.2
  4920       0.0      196.2          114        -26.3
  4930       0.0      196.4          114        -19.4
  4940      45.7      196.5          114         -2.9
  4950      88.3      196.3          114         27.1
  4960      84.2      195.8          113         62.8
